Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based),is_duplicate_text,duplicate_same_author,Language,Review Text AR,Sentiment
Talal Bandar,5,من احسن الكافيهات بالرياض من القهوة للحلى كل شي لذيذ، ومحمود رهيب جدا أبدا ما يقصر وتعامله دايم فوق الممتاز، ونفس الكلام يروح لكل الموظفين. الله يوفقكم يارب.,2024-12-31 23:09:49.917000+00:00,Positive,False,False,ar,من احسن الكافيهات بالرياض من القهوه لحلي كل شي لذيذ، ومحمود رهيب جدا ابدا ما يقصر وتعامله دايم فوق المتاز، ونفس الكلام يروح لكل الموظفين اله يوفقكم يارب,positive
Zali Khan,5,"مقهى بيس أوف مايند ☕
كافيتيريا ميا ميا",2024-12-31 22:52:27.492000+00:00,Positive,False,False,ar,مقهي بيس اوف مايند كافيتيريا ميا ميا,positive
Hammam Ali,5,ما شاء الله قهوتهم والحلا لذيذة المكان جميل وقريب من المترو وعلى أطلاله عندهم فعالية الشتوية الله يبارك لهم,2024-12-29 20:14:46.611000+00:00,Positive,False,False,ar,ما شاء اله قهوتهم والحلا لذيذه المكان جميل وقريب من المترو وعلي اطلاله عندهم فعاليه الشتويه اله يبارك لهم,positive
hesham al-gamadi,3,"هذا المكان يحتاج إلى تنظيف عميق. الذباب في كل مكان والحشرات الطائرة الأخرى موجودة.
القهوة رائعة كالعادة.",2024-12-28 11:00:12.531000+00:00,Neutral,False,False,ar,هذا المكان يحتاج الي تنظيف عميق الذباب في كل مكان والحشرات الطائره الاخري موجوده القهوه رائعه كالعاده,neutral
Mohammed Al,5,اسعار بن القهوة حلوة وقهوتهم لذيذة والمكان كلاسيكي وجميل والطاقم رائع 🌹,2024-12-27 16:32:38.141000+00:00,Positive,False,False,ar,اسعار بن القهوه حلوه وقهوتهم لذيذه والمكان كلاسيكي وجميل والطاقم رائع,positive
Arwa A,5,"افضل محمصة في العالم🙏🏻💛💛 قهوتهم حلوه
والموظفين متعاونين جدًا واخلاقهم جميلة خصوصًا مدير الفرع ياسر يعطيهم الف عافية، ارجع لهم مره ثانية💛",2024-12-27 12:53:35.757000+00:00,Positive,False,False,ar,افضل محمصه في العالم قهوتهم حلوه والموظفين متعاونين جدا واخلاقهم جميله خصوصا مدير الفرع ياسر يعطيهم الف عافيه، ارجع لهم مره ثانيه,positive
Shahad Abdullah,5,المحمصة رهيبة وقهوتهم لذيذة جدًا ماشاءالله والموظفين سمحين ومتعاونين ويساعدونكم على اختيار البن ارجع له مليون مره عشان مدير الفرع يستاهلون الله يوفقهم,2024-12-27 12:43:53.436000+00:00,Positive,False,False,ar,المحمصه رهيبه وقهوتهم لذيذه جدا ماشاءاله والموظفين سمحين ومتعاونين ويساعدونكم علي اختيار البن ارجع له مليون مره عشان مدير الفرع يستاهلون اله يوفقهم,positive
YASER YASER,5,طلبت v60 وبودنق لذيذ كان والمكان كويس واشكر الموظف وليد على حسن التعامل قمه في الاخلاق جدا وجميع الطاقم🙏🏼🙏🏼,2024-12-27 12:30:47.300000+00:00,Positive,False,False,ar,طلبت v60 وبودنق لذيذ كان والمكان كويس واشكر الموظف وليد علي حسن التعامل قمه في الاخلاق جدا وجميع الطاقم,positive
Mohammed Abudarahem,5,لا بد من تجربة قهوة V60 اليمنية. قهوتهم اليومية رائعة أيضًا.,2024-12-27 12:19:39.586000+00:00,Positive,False,False,ar,لا بد من تجربه قهوه V60 اليمنيه قهوتهم اليوميه رائعه ايضا,positive
Abu-Nawaf 2013,1,"عمالة سيئة جداً
حاسبت ٦١ ريال الظهر الجمعه",2024-12-27 09:31:37.605000+00:00,Negative,False,False,ar,عماله سيئه جدا حاسبت ٦١ ريال الظهر الجمعه,negative
majed s,4,"اخذت قهوة v60  يمنية جيدة جدا والسينامون جيد جدا
عيب وحيد الكرسي لم تكن مريح في الجلوس",2024-12-26 03:20:48.775000+00:00,Positive,False,False,ar,اخذت قهوه v60 يمنيه جيده جدا والسينامون جيد جدا عيب وحيد الكرسي لم تكن مريح في الجلوس,positive
حميد الحارثي,5,المكان رايق حق مذاكرة والبارستا محمود قمة في الاحترام,2024-12-26 01:22:26.705000+00:00,Positive,False,False,ar,المكان رايق حق مذاكره والبارستا محمود قمه في الاحترام,positive
Roor,5,تامل جميل من الموظف محمود والمكان رايقق,2024-12-26 01:21:36.849000+00:00,Positive,False,False,ar,تامل جميل من الموظف محمود والمكان رايق,positive
othman Abdullah,5,قهوتهم جميله والكوكيز✔️,2024-12-24 22:35:20.131000+00:00,Positive,False,False,ar,قهوتهم جميله والكوكيز,positive
Abu Alya,5,قهوة مختصة مميزة واستمرارية في مستوى الجودة,2024-12-22 11:31:16.940000+00:00,Positive,False,False,ar,قهوه مختصه ميزه واستمراريه في مستوي الجوده,positive
Khalid.,5,قهوة اليوم محصول الفروت لذيذ والكركديه صراحه شي خورافيي ويشكرون ع تصمييم المحل لنا زيارة اخرى 👏🏻👏🏻,2024-12-19 18:51:17.815000+00:00,Positive,False,False,ar,قهوه اليوم محصول الفروت لذيذ والكركديه صراحه شي خورافي ويشكرون ع تصميم المحل لنا زياره اخري,positive
Nora,5,مايحتاج اقيم,2024-12-18 23:17:27.079000+00:00,Positive,False,False,ar,مايحتاج اقيم,positive
عبدالله الترك,5,"V60اليمني جبار
وشكر خاص لمدير الفرع ياسر يخليك ترجع المكان اكثر من مره 🤍🤍",2024-12-18 20:30:08.182000+00:00,Positive,False,False,ar,V60اليمني جبار وشكر خاص لمدير الفرع ياسر يخليك ترجع المكان اكثر من مره,positive
محمد الديلممي,5,المحل نظيف وقهوته نظيفه وممتازه وروقان الصراحه,2024-12-13 22:06:46.988000+00:00,Positive,False,False,ar,المحل نظيف وقهوته نظيفه ومتازه وروقان الصراحه,positive
عامر الزهراني,5,محمود رهيب وفنان، دورو عليه,2024-12-12 19:01:01.871000+00:00,Positive,False,False,ar,محمود رهيب وفنان، دورو عليه,positive
عبدالله Abdullah,5,مكان جميل ومتكامل ، من القهوة إلى المكان الرايق إلى الموظفين ، الفترة هذي هو مكاني المفضل .,2024-12-12 12:39:02.357000+00:00,Positive,False,False,ar,مكان جميل ومتكامل ، من القهوه الي المكان الرايق الي الموظفين ، الفتره هذي هو مكاني المفضل,positive
Shuchi Musashi,5,"ممتاز جدًا
اخذت v60 يمني على حسب مدح الباريستا محمود
باريستا رائع جدًا",2024-12-11 22:59:32.094000+00:00,Positive,False,False,ar,متاز جدا اخذت v60 يمني علي حسب مدح الباريستا محمود باريستا رائع جدا,positive
Ehsan issa,5,"الموظفين رائعين (محمود ، ريتاش) شكراً لهم
القهوة عندهم ممتازة ..",2024-12-09 23:42:38.634000+00:00,Positive,False,False,ar,الموظفين رائعين محمود ، ريتاش شكرا لهم القهوه عندهم متازه,positive
Soad Alqahtani,5,روووعه,2024-12-09 04:10:12.680000+00:00,Positive,False,False,fa,روعه,positive
Moha 11,5,"قهوتهم مره رهيبه
محمود افضل باريستا 🩶🩶",2024-12-08 20:17:41.459000+00:00,Positive,False,False,fa,قهوتهم مره رهيبه محمود افضل باريستا,positive
شامخ الشمري,5,من افضل الكافيهات بالرياض جميل جدًا وتجربه راح تتكرر باذن الله,2024-12-07 19:53:59.867000+00:00,Positive,False,False,ar,من افضل الكافيهات بالرياض جميل جدا وتجربه راح تكر باذن اله,positive
turki Ba,1,"القهوه لذيذة والمكان كشكل مره مرتب وجميل
بس ازعاجج بشكلل اتمنى من مراعاة الزوار من ناحية تحميص القهوة يجيب ان تكون في عزل صوت او اها مكان مخصص مغلق لما تبي تذاكر او تبي تشرب قهوتك بهدوء ابداً ماتقدر",2024-12-07 13:27:17.274000+00:00,Negative,False,False,ar,القهوه لذيذه والمكان كشكل مره مرتب وجميل بس ازعاج بشكل اتمني من مراعاه الزوار من ناحيه تحميص القهوه يجيب ان تكون في عزل صوت او اها مكان مخص مغلق لما تبي تذاكر او تبي تشرب قهوتك بهدوء ابدا ماتقدر,negative
M.S.Q,5,ما شاء الله الكركدية الجديدة لذيذ وغير الأول لا يفوتكم,2024-12-05 16:39:03.594000+00:00,Positive,False,False,ar,ما شاء اله الكركديه الجديده لذيذ وغير الاول لا يفوتكم,positive
ثامر الشهراني,5,الكوفي اجواءه جميله وقهوته لذيذه عندهم كركديه لذيذ وتعامل طيب  من الاخ عبدالعزيز الحربي شكرا له,2024-12-04 15:25:42.377000+00:00,Positive,False,False,ar,الكوفي اجواءه جميله وقهوته لذيذه عندهم كركديه لذيذ وتعامل طيب من الاخ عبدالعزيز الحربي شكرا له,positive
Etab Alharbi,5,القهوه خورافيه موزونه لذيذه جدا جدا جربت كابتشينو وفلات وايت وادمنت قهوتهم للامانه والحلويات ماجربت الا بونق التشوكلت فوق الوصف تذوب في الفم 🤍🤍👍,2024-12-03 17:43:05.470000+00:00,Positive,False,False,ar,القهوه خورافيه موزونه لذيذه جدا جدا جربت كابتشينو وفلات وايت وادمنت قهوتهم لامانه والحلويات ماجربت الا بونق التشوكلت فوق الوصف تذوب في الفم,positive
Amjad Saleh,2,"لما وصلت المكان كانوا ينظفون ف صوت المكنسة كان عالي جداً ومزعج واستمر لفترة طويله، كان بالإمكان التنظيف في وقت مايكون فيه زباين، نقطه ثانية يُفضل يكون فيه دورات مياه خاصة للنساء.

نجمتين لان القهوه جيده إلى حد ما.",2024-12-02 16:29:43.842000+00:00,Negative,False,False,ar,لما وصلت المكان كانوا ينظفون ف صوت المكنسه كان عالي جدا ومزعج واستمر لفتره طويله، كان بالامكان التنظيف في وقت مايكون فيه زباين، نقطه ثانيه يفضل يكون فيه دورات مياه خاصه لنساء نجمتين لان القهوه جيده الي حد ما,negative
Afnan -,3,"كنت اجيهم تقريبا كل يوم
بس زعلوني يوم تعودوا علي ماعاد صارو يخدومني
صاروا يعاملوني معاملة انتِ ببيتك اخدمي نفسك 🙂",2024-12-02 04:28:19.130000+00:00,Neutral,False,False,ar,كنت اجيهم تقريبا كل يوم بس زعلوني يوم تعودوا علي ماعاد صارو يخدومني صاروا يعاملوني معامله انت بيتك اخدمي نفسك,neutral
V Solid,5,"مساء الخير وأحلى تحية، الصراحة هالمكان له مكانة خاصة بقلبي، كل شي فيه رهيب! الخدمة والعمال قمة في الأخلاق والاحترافية، والمكان نفسه يفتح النفس ومرتب بطريقة تخليك ترتاح. البرزنتيشن؟ 10/10 ما شاء الله، مهما مدحنا ما نوفيهم حقهم. أنا أجي من مكان بعيد عشانهم، وحمّستني أجرب المشروب الجديد اللي جربت منه عينة وكان رهيب.

لكن عندي ملاحظة صغيرة وأتمنى تتقبلونها بصدر رحب. الكركديه اللي تقدمونه للأسف تغير، وأنا من عشاقه وأجي مخصوص عشان أطلبه، لكن الطعم الجديد ما أعجبني بصراحة، صار عادي، بعكس الطعم القديم اللي كان مميز وما له مثيل، وأنا جربت كركديه بكل الكافيهات وما لقيت مثله. رجائي ترجعون الطعم القديم، لأنه كان فعلاً شيء مميز.

باقي الأشياء عندكم رهيبة، والقهوة بالمخ ما شاء الله. الله يبارك لكم ويزيدكم نجاح!",2024-11-30 23:47:53.092000+00:00,Positive,False,False,ar,مساء الخير واحلي تحيه، الصراحه هالمكان له مكانه خاصه بقلبي، كل شي فيه رهيب الخدمه والعمال قمه في الاخلاق والاحترافيه، والمكان نفسه يفتح النفس ومرتب بطريقه تخليك ترتاح البرزنتيشن؟ 10 10 ما شاء اله، مهما مدحنا ما نوفيهم حقهم انا اجي من مكان بعيد عشانهم، وحمستني اجرب المشروب الجديد الي جربت منه عينه وكان رهيب لكن عندي ملاحظه صغيره واتمني تقبلونها بصدر رحب الكركديه الي تقدمونه لاسف تغير، وانا من عشاقه واجي مخصوص عشان اطلبه، لكن الطعم الجديد ما اعجبني بصراحه، صار عادي، بعكس الطعم القديم الي كان ميز وما له مثيل، وانا جربت كركديه بكل الكافيهات وما لقيت مثله رجائي ترجعون الطعم القديم، لانه كان فعلا شيء ميز باقي الاشياء عندكم رهيبه، والقهوه بالمخ ما شاء اله اله يبارك لكم ويزيدكم نجاح,positive
M 10,5,يعطيكم العافيه البن ممتاز جدا ولا احسن منها كلها الا الكاشير السعودي صراحه شخص روحه حلوه ومتعاون وبشوش الله يوفقه,2024-11-30 22:48:45.376000+00:00,Positive,False,False,ar,يعطيكم العافيه البن متاز جدا ولا احسن منها كلها الا الكاشير السعودي صراحه شخص روحه حلوه ومتعاون وبشوش اله يوفقه,positive
‪SARAH AL-OTAIBI (asarah)‬‏,5,القهوه المفضله بالنسبه لي كليوم وانا عندكم ، اتكلم عن تعامل الموظفين الراقي ولا عن لذاذه القهوه او الماتشا او الحلاا او المكان ، وصادفت امس موظف محترم راقي حابين نشكره على حسن تعامله واستضافته، وجربنا الكركديه الجديد وراح يكون الطلب المعتمد دائماً ان شاءلله👍🏻,2024-11-30 20:50:26.967000+00:00,Positive,False,False,ar,القهوه المفضله بالنسبه لي كليوم وانا عندكم ، اتكلم عن تعامل الموظفين الراقي ولا عن لذاذه القهوه او الماتشا او الحلا او المكان ، وصادفت امس موظف محترم راقي حابين نشكره علي حسن تعامله واستضافته، وجربنا الكركديه الجديد وراح يكون الطلب المعتمد دائما ان شاءله,positive
مها محمد,2,جربت كيكة الماربل ناشفه ماحبيتها وماكملتها وجربت كروسون اللوز  ماحبيته وكروسون اللبنه بالزعتر للأمانه ماحبيت الاكل بس القهوه حلوه والخدمه حلوه الي يشتغلون فيه بشوشين  وحبيت المويه تقدم مجانا  يشكرون على حسن التعامل,2024-11-29 22:10:44.921000+00:00,Negative,False,False,ar,جربت كيكه الماربل ناشفه ماحبيتها وماكملتها وجربت كروسون الوز ماحبيته وكروسون البنه بالزعتر لامانه ماحبيت الاكل بس القهوه حلوه والخدمه حلوه الي يشتغلون فيه بشوشين وحبيت المويه تقدم مجانا يشكرون علي حسن التعامل,negative
A,5,طعم حلو و اسعار ممتازه و خدمه رائعه جداً الكاشير اخلاق و متعاون جداً 🤍🤍,2024-11-29 22:05:38.662000+00:00,Positive,False,False,ar,طعم حلو و اسعار متازه و خدمه رائعه جدا الكاشير اخلاق و متعاون جدا,positive
عبيد بن صليح,5,المكان جميل جداً وفوق كل هذا طعم البن الحقيقي بكل صراحة كوفي رااايق ❤️👌🏼,2024-11-29 19:01:55.282000+00:00,Positive,False,False,ar,المكان جميل جدا وفوق كل هذا طعم البن الحقيقي بكل صراحه كوفي رايق,positive
Aroob Alsulaiman,5,الكركديه شي شي روووعه ويسرسح ماشالله سمعت انه جديد بالمنيو بعد والموظف عسل عسل أسلوب وتعامل ماشالله❤️,2024-11-29 17:50:09.347000+00:00,Positive,False,False,ar,الكركديه شي شي روعه ويسرسح ماشاله سمعت انه جديد بالمنيو بعد والموظف عسل عسل اسلوب وتعامل ماشاله,positive
Abdalulrhman Alhwas,5,طلبت قهوة البن يمني كان متوسط المكان تصميمه جميل وطلبنا كركديه حللووو مررره وبرجع عشانه وشكراً,2024-11-29 17:02:53.872000+00:00,Positive,False,False,ar,طلبت قهوه البن يمني كان متوسط المكان تصميمه جميل وطلبنا كركديه حلو مره وبرجع عشانه وشكرا,positive
Mohammed Aln,3,جربتها عدة مرات و جربت انواع مختلفه القهوة ، القهوة متوسطه و التحضير جيد و لكن عندهم مشكله بالتنظيم و فوضى تكررت عدة مرات يعني تطلب و تنتظر فترة و بالاخير تلقاهم يصلحون قهوه للي بعدك,2024-11-29 15:15:41.056000+00:00,Neutral,False,False,ar,جربتها عده مرات و جربت انواع مختلفه القهوه ، القهوه متوسطه و التحضير جيد و لكن عندهم مشكله بالتنظيم و فوضي تكرت عده مرات يعني تطلب و تنتظر فتره و بالاخير تلقاهم يصلحون قهوه لي بعدك,neutral
H,5,"جربت عندهم v60 يمني كان فروتي 👍🏼
وقالو لي جربي الكركديه الجديد صراااحه لذيييذ👏🏻
واشكر الموظف عبدالعزيز على حسسن الاستقبال

10/10",2024-11-29 14:52:08.342000+00:00,Positive,False,False,ar,جربت عندهم v60 يمني كان فروتي وقالو لي جربي الكركديه الجديد صراحه لذيذ واشكر الموظف عبدالعزيز علي حسن الاستقبال 10 10,positive
FAHAD BJ,5,قهوة لذيذة جدًا وخدمة وجو جيد,2024-11-28 23:15:55.046000+00:00,Positive,False,False,ar,قهوه لذيذه جدا وخدمه وجو جيد,positive
Majed Alshammari,5,اشكركم ع الجمال 💛🫡,2024-11-28 04:20:16.334000+00:00,Positive,False,False,ar,اشكركم ع الجمال,positive
Bashayer Official,5,جميل تستحق الزيارة، جربت V60 وتراميسو وسينابون رول موزون و لذيذ 👍🏻👍🏻,2024-11-25 16:13:59.652000+00:00,Positive,False,False,ar,جميل تستحق الزياره، جربت V60 وتراميسو وسينابون رول موزون و لذيذ,positive
حنان القرني,5,"الباريستا مدح لنا البُن الاثيوبي وقال على ضمانتي وحرفياً صار البُن المفضل من اليوم ورايح , اليوم نزلوا مشروب كركدية واشكرهم بطل جداً ارجع له مرا ثانيه ✨",2024-11-23 16:13:29.057000+00:00,Positive,False,False,ar,الباريستا مدح لنا البن الاثيوبي وقال علي ضمانتي وحرفيا صار البن المفضل من اليوم ورايح اليوم نزلوا مشروب كركديه واشكرهم بطل جدا ارجع له مرا ثانيه,positive
Ghrd Ksa,5,"كوفي رائع وجميل ومدير المعرض / ياسر الاحمري تشرفت بلقائه ، راقي جدا في تعامله حببني في الكوفي غير ان الكوفي لذيذ جدا وجميل

القهوه اليمنيه والقهوه الاثيوبيه ( فروتي )
ادمنتها انصح فيها

الوافل جدا لذيذ",2024-11-22 16:25:42.247000+00:00,Positive,False,False,ar,كوفي رائع وجميل ومدير المعرض ياسر الاحمري تشرفت بلقائه ، راقي جدا في تعامله حبني في الكوفي غير ان الكوفي لذيذ جدا وجميل القهوه اليمنيه والقهوه الاثيوبيه فروتي ادمنتها انصح فيها الوافل جدا لذيذ,positive
Ali Aljadhi,2,عادي جدا الكوفي. قهوة اليوم بأنواعها سيئه,2024-11-21 23:09:07.578000+00:00,Negative,False,False,ar,عادي جدا الكوفي قهوه اليوم بانواعها سيئه,negative
‪jazmein A (JAA)‬‏,4,"جربت افضل واطعم سينامون رول
لذيذه وهشه جدًا وا اظن ماذقت مثل حلاوتها بالرياض

لي عودة اكيد🙏🏻",2024-11-20 10:12:41.738000+00:00,Positive,False,False,ar,جربت افضل واطعم سينامون رول لذيذه وهشه جدا وا اظن ماذقت مثل حلاوتها بالرياض لي عوده اكيد,positive
wafa alshehri,5,"المكان مريح واسعارهم ممتازة وتعامل الجميع بقمة الاحترام ،

ويستاهل صاحب المشروع كل خير أ.ناصر ، وقايم عالمحلات بنفسه ماشاء الله ومتواجد ومهتم👍🏻",2024-11-19 10:28:08.065000+00:00,Positive,False,False,ar,المكان مريح واسعارهم متازه وتعامل الجميع بقمه الاحترام ، ويستاهل صاحب المشروع كل خير ا ناصر ، وقايم عالمحلات بنفسه ماشاء اله ومتواجد ومهتم,positive
Lama Khaled,2,أخذنا قهوة اليوم ثنتين وترامسيو مكتوب أسعار قهوة اليوم الكبير ١٢ والصغيره ٥ وسحبوا من البطاقه ١٣ للكبيره والصغيره ٧ ويوم سألنا ليه الأسعار غير قال هي كذا ولا وضح عمومًا مشيناها بس الترامسيو كان فيه شعر ويوم نادينا الموظف وقلنا له قال مالي دخل من الشركه قلنا مب مشكله نبي رقم الشركه او المدير قالنا بيجي ٥ وانتظرنا لين ٥ جوا موظفين جديدين سألناهم وين المدير قالوا يجي وحده الظهر🤡 الشي الوحيد اللي يشفع شوي القهوه رغم فيه تلاعب بالأسعار واستهتار ليت تنتبهون ونظافة الحمام سيئه,2024-11-14 22:26:42.697000+00:00,Negative,False,False,ar,اخذنا قهوه اليوم ثنتين وترامسيو مكتوب اسعار قهوه اليوم الكبير ١٢ والصغيره ٥ وسحبوا من البطاقه ١٣ لكبيره والصغيره ٧ ويوم سالنا ليه الاسعار غير قال هي كذا ولا وضح عموما مشيناها بس الترامسيو كان فيه شعر ويوم نادينا الموظف وقلنا له قال مالي دخل من الشركه قلنا مب مشكله نبي رقم الشركه او المدير قالنا بيجي ٥ وانتظرنا لين ٥ جوا موظفين جديدين سالناهم وين المدير قالوا يجي وحده الظهر الشي الوحيد الي يشفع شوي القهوه رغم فيه تلاعب بالاسعار واستهتار ليت تنتبهون ونظافه الحمام سيئه,negative
SADEEM,4,الدريب مو مره لكن الاسبريسو جميل,2024-11-12 17:48:24.142000+00:00,Positive,False,False,ar,الدريب مو مره لكن الاسبريسو جميل,positive
Maddo,3,المكان جميل واصناف متنوعة. يعيبه التكييف ماقدرت اشتغل.,2024-11-12 11:31:09.171000+00:00,Neutral,False,False,ar,المكان جميل واصناف متنوعه يعيبه التكيف ماقدرت اشتغل,neutral
Mona Alhubish,5,المكان بحد ذاته مصمم بشكل رائع، إنه مكان مريح ودافئ للغاية. أنصح به بشدة إذا كنت تبحث عن مكان لطيف لتناول الطعام والعمل أو الدردشة. كان الطعام لذيذًا، وكذلك خدمة العملاء - كان Atikul islam Jewel__ لطيفًا للغاية، عندما أخبرته بمخاوفي بشأن الكرواسون، لم يكتفِ بالاستماع إليّ، بل أحضر لي كرواسون جديدة، ٩.٥/١٠! سأعود مرة أخرى.,2024-11-09 08:41:26.717000+00:00,Positive,False,False,ar,المكان بحد ذاته مصم بشكل رائع، انه مكان مريح ودافئ لغايه انصح به بشده اذا كنت تبحث عن مكان لطيف لتناول الطعام والعمل او الدردشه كان الطعام لذيذا، وكذلك خدمه العملاء كان Atikul islam Jewel_ لطيفا لغايه، عندما اخبرته بمخاوفي بشان الكرواسون، لم يكتف بالاستماع الي، بل احضر لي كرواسون جديده، ٩ ٥ ١٠ ساعود مره اخري,positive
shabbir.reviews,5,"مقهى يقدم المشروبات المصنوعة من حبوب البن المحمصة محليا 🫘 تجربة رائعة 😋

باريستا اليوم من بنجلاديش 🇧🇩 قدم السيد أتيكول قهوة لاتيه مصنوعة من حبوب البن الإثيوبية المحمصة الطازجة. تقييمي هو 9 من 10.

لقد طلبت اللوز كرواسون، وكان متوسط. تقييمي هو 7 من 10.

رجل القهوة من كينيا 🇰🇪 كان السيد دان مشغولاً بتشغيل محمصة القهوة العملاقة الصفراء الزاهية. كانت حبوب البن الكولومبية 🫘 ذات سمرة لطيفة.

التقييم العام هو 8 من 10",2024-11-06 05:30:07.606000+00:00,Positive,False,False,ar,مقهي يقدم المشروبات المصنوعه من حبوب البن المحمصه محليا تجربه رائعه باريستا اليوم من بنجلاديش قدم السيد اتيكول قهوه لاتيه مصنوعه من حبوب البن الاثيوبيه المحمصه الطازجه تقيمي هو 9 من 10 لقد طلبت الوز كرواسون، وكان متوسط تقيمي هو 7 من 10 رجل القهوه من كينيا كان السيد دان مشغولا بتشغيل محمصه القهوه العملاقه الصفراء الزاهيه كانت حبوب البن الكولومبيه ذات سمره لطيفه التقيم العام هو 8 من 10,positive
Nawaf Alkhaldi,5,"قهوة جميلة وأسلوب موظفين جميل وبالأخص الأخ عبد العزيز
مكان يستحق الزيارة اكثر من مرة 🙏",2024-11-05 15:23:58.936000+00:00,Positive,False,False,ar,قهوه جميله واسلوب موظفين جميل وبالاخص الاخ عبد العزيز مكان يستحق الزياره اكثر من مره,positive
REEM 4444,5,القهوة مضبوطة ومحاصيل متنوعة وكوفي واسع وجلساتة متنوعة .. كروسون التمر لذيذ جداااا .. ارجع علشانه,2024-11-05 10:42:36.257000+00:00,Positive,False,False,ar,القهوه مضبوطه ومحاصيل متنوعه وكوفي واسع وجلساته متنوعه كروسون التمر لذيذ جدا ارجع علشانه,positive
ابو ريناس,1,يوافق على طلب التطبيقات ومافي الطلب,2024-11-01 23:11:37.961000+00:00,Negative,False,False,ar,يوافق علي طلب التطبيقات ومافي الطلب,negative
Aseel smith,2,العامل الهندي الموجود الفجر ياليت يشوفون له حل انك بنظافه ولا الخدمه,2024-10-31 02:58:02.247000+00:00,Negative,False,False,ar,العامل الهندي الموجود الفجر ياليت يشوفون له حل انك بنظافه ولا الخدمه,negative
OMOX0,5,"المكان جميل جدًا والتصميم متعوب عليه، جربت عندهم الكركديه والهوت تشوكلت مع الكروسون وكانت كلها حلوة،
اما الخدمة كانت جدًا راقية وشكر خاص للأخ غازي ما قصر ابدًا بالاستقبال والاكرام.",2024-10-29 19:31:24.794000+00:00,Positive,False,False,ar,المكان جميل جدا والتصميم متعوب عليه، جربت عندهم الكركديه والهوت تشوكلت مع الكروسون وكانت كلها حلوه، اما الخدمه كانت جدا راقيه وشكر خاص لاخ غازي ما قصر ابدا بالاستقبال والاكرام,positive
old man,4,لمحبي القهوة المختصة انصح بالقهوة لديهم المحصول اليمني رائعة جدا,2024-10-29 17:25:08.424000+00:00,Positive,False,False,ar,لمحبي القهوه المختصه انصح بالقهوه لديهم المحصول اليمني رائعه جدا,positive
Mashael,5,"القهوه ماتحتاج تقيم من اجمل واحلى المقاهي في الياسمين  تقيمي لها ( تستحق اكثر من خمس نجوم )
المكان مريح جدا
، القهوه بانواعها وحلوياتهم متنوعه التيراميسو خورافي لازم تجربونه   القهوه بانواعها ✔️
قهوتهم واضح من اجدد انواع المحاصيل عن تجربة ✔️
واخيراً الموظفين جدا رائعين والكاشير  انسان خلوق وجدا رائع في خدمة العملاء
شهادتي فيهم مجروحه ✔️",2024-10-29 14:30:11.288000+00:00,Positive,False,False,ar,القهوه ماتحتاج تقيم من اجمل واحلي المقاهي في الياسمين تقيمي لها تستحق اكثر من خمس نجوم المكان مريح جدا ، القهوه بانواعها وحلوياتهم متنوعه التيراميسو خورافي لازم تجربونه القهوه بانواعها قهوتهم واضح من اجد انواع المحاصيل عن تجربه واخيرا الموظفين جدا رائعين والكاشير انسان خلوق وجدا رائع في خدمه العملاء شهادتي فيهم مجروحه,positive
Ibrahem A,5,قهوة مختصة رايقة للناس الي يحبون الاماكن الهادية للشغل بيعجبكم 👍🏼 خدمة وتعامل جميل من الموظف غازي الله يعطيه العافية,2024-10-28 18:19:43.081000+00:00,Positive,False,False,ar,قهوه مختصه رايقه لناس الي يحبون الاماكن الهاديه لشغل بيعجبكم خدمه وتعامل جميل من الموظف غازي اله يعطيه العافيه,positive
تركي آل عايض,5,البن اليمني لايفوتكم,2024-10-27 02:24:34.220000+00:00,Positive,False,False,ar,البن اليمني لايفوتكم,positive
عبدالرحمن عمر,3,طلبت تراميسو وسبانش لاتيه حار التراميسو عادي جدا ولا يسوى والسبانش لابأس به لكن مدري ليه جاني بارد وارجعه اقوله بارد سخنه ولا شف لك حل ويسوي لي واحد ثاني احر من الاول بشوي، وش السبب ؟ مدري.,2024-10-26 18:22:29.128000+00:00,Neutral,False,False,ar,طلبت تراميسو وسبانش لاتيه حار التراميسو عادي جدا ولا يسوي والسبانش لاباس به لكن مدري ليه جاني بارد وارجعه اقوله بارد سخنه ولا شف لك حل ويسوي لي واحد ثاني احر من الاول بشوي، وش السب ؟ مدري,neutral
faisal Hq,3,"اول تجربه للبن اليمني كانت لاتوصف من جمالها
لكن التجربه الثانيه للأسف ماكانت بنفس مستوى التحضير",2024-10-26 08:53:33.225000+00:00,Neutral,False,False,ar,اول تجربه لبن اليمني كانت لاتوصف من جمالها لكن التجربه الثانيه لاسف ماكانت بنفس مستوي التحضير,neutral
Alanoud alajlan,5,قهوتهم حلوه✨,2024-10-26 05:35:09.070000+00:00,Positive,False,False,ar,قهوتهم حلوه,positive
Bandar,5,كان يوم القهوة لذيذًا جدًا، شكرًا للسيد غازي على خدماته.,2024-10-24 18:19:39.871000+00:00,Positive,False,False,ar,كان يوم القهوه لذيذا جدا، شكرا لسيد غازي علي خدماته,positive
